Actor/Criterion,Total_Profit,Total_Loss,Unexploited_Profit,Precision,Recall,F1 Score,Accuracy,Demographic_Parity,Equal_Opportunity,Conditional_Outcome_Parity,Percent_Grant,Percent_Grant_lower,Percent_Not_Grant,Total Real Payoff (Bank),Total Real Payoff (Applicant),Total Real Payoff (Regulatory),Demographic_Parity Normalized,Equal_Opportunity Normalized,Conditional_Outcome_Parity Normalized,Total_Profit Normalized,Accuracy Normalized,Unexploited_Profit Normalized,Total_Loss Normalized,Demographic_Parity Rank,Equal_Opportunity Rank,Conditional_Outcome_Parity Rank,Total_Profit Rank,Accuracy Rank,Unexploited_Profit Rank,Total_Loss Rank,Weighted Normalized-Sum
Oracle,0.8063006935264503,0.009261888678398722,0.0,1.0,1.0,1.0,1.0,0.005328441649196325,0.0,0.0,0.8383458646616542,0.013157894736842105,0.14849624060150377,528.5,455.0,528.8,0.9689567430025448,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993791348600509
Regulatory,0.7292380785172334,0.15325726606510792,0.06076967377356517,0.35250091274187656,0.34418459442583865,0.3389830508474576,0.8045112781954887,0.010482180293501009,0.01519888562142091,0.009506833036244777,0.9360902255639098,0.0018796992481203006,0.06203007518796992,433.6,464.5,445.79999999999995,0.9389312977099239,0.9047156995924699,0.7911334592633982,0.8984226229347839,0.8045112781954887,0.8556787327839092,0.0,2.0,2.0,3.0,2.0,2.0,7.0,11.0,0.8475019872598168
Compromise Programming,0.5553573605419414,0.1109448801036941,0.010402523655386488,0.43566473686955615,0.37471246658395435,0.311074589577142,0.6804511278195489,-0.0842068483577918,-0.0944435845844297,-0.0038038884192730382,0.7800751879699248,0.20676691729323307,0.013157894736842105,398.4,466.4,435.4,0.5094147582697199,0.407917717834271,0.9164280036840311,0.6692278667999931,0.6804511278195489,0.9752951545900218,0.29384544649500155,4.0,4.0,2.0,5.0,5.0,3.0,8.0,0.6911945768785684
Bank,0.6999088300126836,0.14280996061618226,0.0900989222781151,0.3637176493964532,0.35310590149666043,0.3515356338195186,0.8007518796992481,-0.11242138364779874,-0.09496981891348089,0.023773898586866182,0.9229323308270677,0.0,0.07706766917293233,430.8,457.9,442.9,0.3450381679389313,0.4046186687366582,0.4776838997034769,0.8597633050018307,0.8007518796992481,0.7860250050636599,0.07255306134493976,6.0,6.0,7.0,3.0,3.0,8.0,10.0,0.656797826408547
Outcome_Pred_Model,0.6158056277897173,0.1349363128770128,0.1718732273445753,0.33174284788070346,0.33415640196022783,0.3328028475109947,0.7443609022556391,-0.17164570230607967,-0.15951091162358766,0.019924227048237597,0.8590225563909775,0.005639097744360902,0.13533834586466165,405.29999999999995,427.1,426.6,0.0,0.0,0.5622617579849886,0.7489056253919109,0.7443609022556391,0.5918200571009394,0.12723292594937252,11.0,11.0,4.0,4.0,4.0,9.0,9.0,0.5599778375776355
Nash Social Welfare,0.09791827479224408,0.02024959494491251,0.031693609045583264,0.36617036751807636,0.34641863784169513,0.17422478651150067,0.2556390977443609,0.12962962962962965,0.12264355362946916,-0.02369995398067193,0.27631578947368424,0.6973684210526315,0.02631578947368421,261.8,397.7,388.8,0.24478371501272256,0.23112749854453685,0.47930847373807306,0.06627061584234883,0.2556390977443609,0.9247311769822326,0.9236940347258122,8.0,8.0,5.0,8.0,8.0,5.0,5.0,0.26032820001637325
Proportional Fairness,0.09791827479224408,0.02024959494491251,0.031693609045583264,0.36617036751807636,0.34641863784169513,0.17422478651150067,0.2556390977443609,0.12962962962962965,0.12264355362946916,-0.02369995398067193,0.27631578947368424,0.6973684210526315,0.02631578947368421,261.8,397.7,388.8,0.24478371501272256,0.23112749854453685,0.47930847373807306,0.06627061584234883,0.2556390977443609,0.9247311769822326,0.9236940347258122,8.0,8.0,5.0,8.0,8.0,5.0,5.0,0.26032820001637325
Kalai-Smorodinsky,0.10453593458591036,0.019903448576698738,0.4210722019407947,0.3625882281846749,0.418991936900775,0.2618380089322836,0.34210526315789475,0.11058700209643607,0.0944745395449621,-0.039548022598870025,0.3007518796992481,0.32894736842105265,0.37030075187969924,270.6,274.9,378.29999999999995,0.35572519083969456,0.4077236561226468,0.13112404081288476,0.07499345147503743,0.34210526315789475,0.0,0.9260979061173513,5.0,5.0,9.0,7.0,7.0,10.0,4.0,0.24921064188868125
Nash Bargaining,0.10605175397334152,0.019006095767485916,0.4210722019407947,0.3646715615180082,0.4197393210562308,0.26293811894328467,0.34398496240601506,0.12220475192173302,0.10546355053397305,-0.043132578016298884,0.3007518796992481,0.32894736842105265,0.37030075187969924,271.1,275.2,378.7,0.2880407124681936,0.3388317484960218,0.05237082328370146,0.07699147551641526,0.34398496240601506,0.0,0.9323297228985451,7.0,7.0,10.0,6.0,6.0,10.0,3.0,0.2210745872160681
Maximin,0.084127164037633,0.022144006431028464,0.023175111841257735,0.3699233862514532,0.33745002797622425,0.16317225751188016,0.23308270676691728,0.14159678546470997,0.12883454573595418,-0.030670103092783507,0.2575187969924812,0.7199248120300752,0.022556390977443608,255.5,395.9,386.9,0.1750636132315524,0.19231515621967776,0.32617325742421854,0.04809234798702444,0.23308270676691728,0.944961667537207,0.9105379770766255,10.0,10.0,8.0,10.0,10.0,4.0,7.0,0.203098926435326
Applicant,0.04764146018416672,0.01721791340545391,0.0,0.2757759696930561,0.2911595131326073,0.09618013470808635,0.14285714285714285,0.062019566736547876,0.048506423154310474,-0.04551630434782605,0.16353383458646617,0.8364661654135338,0.0,231.5,391.9,378.3,0.638676844783715,0.6959052978847273,0.0,0.0,0.14285714285714285,1.0,0.9447480546150536,3.0,3.0,11.0,11.0,11.0,1.0,2.0,0.18487822609960014
