Actor/Criterion,Total_Profit,Total_Loss,Unexploited_Profit,Precision,Recall,F1 Score,Accuracy,Demographic_Parity,Equal_Opportunity,Conditional_Outcome_Parity,Percent_Grant,Percent_Grant_lower,Percent_Not_Grant,Total Real Payoff (Bank),Total Real Payoff (Applicant),Total Real Payoff (Regulatory),Demographic_Parity Normalized,Equal_Opportunity Normalized,Conditional_Outcome_Parity Normalized,Total_Profit Normalized,Accuracy Normalized,Unexploited_Profit Normalized,Total_Loss Normalized,Demographic_Parity Rank,Equal_Opportunity Rank,Conditional_Outcome_Parity Rank,Total_Profit Rank,Accuracy Rank,Unexploited_Profit Rank,Total_Loss Rank,Weighted Normalized-Sum
Oracle,0.8063006935264503,0.009261888678398722,0.0,1.0,1.0,1.0,1.0,0.005328441649196325,0.0,0.0,0.8383458646616542,0.013157894736842105,0.14849624060150377,525.0,451.79999999999995,528.8,0.9817964786630858,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9963592957326172
Regulatory,0.7402572299919145,0.15310459145520713,0.0497505222988842,0.35921490352628077,0.3456793627367505,0.3405959266184216,0.8082706766917294,0.026642208245981736,0.009565082804519509,-0.009809145514435125,0.9417293233082706,0.0018796992481203006,0.05639097744360902,441.5,478.9,447.29999999999995,0.9089823933154286,0.9629940119760476,0.8450363713942961,0.9130057670201582,0.8082706766917294,0.8556506774163576,0.0,2.0,2.0,4.0,2.0,2.0,7.0,11.0,0.8567131770226685
Bank,0.6270305351907604,0.129514806321352,0.16297721710003826,0.36329341580032465,0.3698889330381639,0.3664818507087646,0.7556390977443609,-0.18291404612159334,-0.17867203219315897,0.014516129032258074,0.8402255639097744,0.0,0.15977443609022557,435.0,428.1,432.3,0.3751119068934645,0.3087425149700599,0.7706760466712421,0.7638605081268511,0.7556390977443609,0.5271275597143756,0.16399709320296835,8.0,7.0,5.0,3.0,3.0,8.0,9.0,0.684185331436056
Outcome_Pred_Model,0.6019073730948918,0.1326306146866743,0.18577148203940066,0.3355326651818857,0.33811091559289325,0.3368164622934308,0.7368421052631579,-0.1992487770789657,-0.19783315276273028,0.00868468468468464,0.8439849624060151,0.005639097744360902,0.15037593984962405,426.8,430.6,424.8,0.3193076693524324,0.23461077844311362,0.8628004600345033,0.7307676008262608,0.7368421052631579,0.4609908328872318,0.14233587365429998,9.0,9.0,3.0,4.0,4.0,9.0,10.0,0.6773119881479024
Compromise Programming,0.3616643044266775,0.08153164913505159,0.006956390764578858,0.371623240491165,0.30274599480480163,0.25152381669414164,0.5169172932330827,-0.18073025856044722,-0.18634886240520043,0.0021242697822623224,0.5977443609022557,0.39473684210526316,0.007518796992481203,411.29999999999995,452.9,415.7,0.3825723664577739,0.2790419161676647,0.9664410571631963,0.41431294552815195,0.5169172932330827,0.9798162863806439,0.4975778467623118,7.0,8.0,2.0,5.0,5.0,6.0,8.0,0.5594321911230575
Nash Social Welfare,0.0878746876367005,0.02024959494491251,0.004737177151572709,0.29203235876771727,0.32778133674994664,0.14512734613237124,0.2349624060150376,0.12526205450733752,0.11756694010215135,-0.02384615384615385,0.26127819548872183,0.7349624060150376,0.0037593984962406013,380.20000000000005,407.2,388.80000000000007,0.5720680393912265,0.5451497005988025,0.6232815057283142,0.053669871470811856,0.2349624060150376,0.9862552535894971,0.923613043592745,5.0,5.0,6.0,8.0,8.0,4.0,3.0,0.3437888457240856
Proportional Fairness,0.0878746876367005,0.02024959494491251,0.004737177151572709,0.29203235876771727,0.32778133674994664,0.14512734613237124,0.2349624060150376,0.12526205450733752,0.11756694010215135,-0.02384615384615385,0.26127819548872183,0.7349624060150376,0.0037593984962406013,380.20000000000005,407.2,388.80000000000007,0.5720680393912265,0.5451497005988025,0.6232815057283142,0.053669871470811856,0.2349624060150376,0.9862552535894971,0.923613043592745,5.0,5.0,6.0,8.0,8.0,4.0,3.0,0.3437888457240856
Maximin,0.07756246660810587,0.022144006431028464,0.0,0.28363311646893735,0.3195601110399317,0.13430736665761114,0.21428571428571427,0.12325296995108317,0.10713511840272402,-0.038651554780587016,0.24436090225563908,0.7556390977443609,0.0,378.6,405.9,387.0,0.5789316621903909,0.5855089820359283,0.38938767181732215,0.04008633555840371,0.21428571428571427,1.0,0.9104430221071548,4.0,4.0,8.0,10.0,10.0,1.0,5.0,0.2873954196275091
Applicant,0.04713009942696104,0.01721791340545391,0.0,0.2750547502346439,0.2904121289771514,0.09507764997482669,0.14097744360902256,0.052760307477288604,0.037517412165299496,-0.05539772727272729,0.16165413533834586,0.8383458646616542,0.0,370.8,395.0,378.0,0.8197552969262907,0.8548502994011976,0.12483377659574435,0.0,0.14097744360902256,1.0,0.9446894102135994,3.0,3.0,10.0,11.0,11.0,1.0,2.0,0.24530879214801604
Kalai-Smorodinsky,0.1834331448435896,0.029434706366219653,0.3446536596668581,0.35541453082436697,0.390780550172047,0.26822898441124005,0.37593984962406013,0.28363032844164915,0.25847392044575146,-0.04973759541984735,0.36654135338345867,0.34398496240601506,0.2894736842105263,384.5,314.3,386.5,0.031035511787526393,0.0,0.21425181703751794,0.17954205085921185,0.37593984962406013,0.0,0.8597577958534204,10.0,11.0,9.0,7.0,7.0,10.0,6.0,0.23534181578647528
