Actor/Criterion,Total_Profit,Total_Loss,Unexploited_Profit,Precision,Recall,F1 Score,Accuracy,Demographic_Parity,Equal_Opportunity,Conditional_Outcome_Parity,Percent_Grant,Percent_Grant_lower,Percent_Not_Grant,Total Real Payoff (Bank),Total Real Payoff (Applicant),Total Real Payoff (Regulatory),Demographic_Parity Normalized,Equal_Opportunity Normalized,Conditional_Outcome_Parity Normalized,Total_Profit Normalized,Accuracy Normalized,Unexploited_Profit Normalized,Total_Loss Normalized,Demographic_Parity Rank,Equal_Opportunity Rank,Conditional_Outcome_Parity Rank,Total_Profit Rank,Accuracy Rank,Unexploited_Profit Rank,Total_Loss Rank,Weighted Normalized-Sum
Oracle,0.779760019045077,0.006821203641387128,0.0,1.0,1.0,1.0,1.0,-0.08057105349524118,0.0,0.0,0.8206214689265536,0.009887005649717515,0.1694915254237288,2103.0,1761.1999999999998,2103.0,0.7299371398638033,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9459874279727607
Outcome_Pred_Model,0.6209730502220185,0.11875485040622655,0.13949735378863448,0.4030463872450329,0.39901988908013003,0.4008424008424008,0.7707156308851224,-0.09801991029427848,-0.07229002153625275,-0.054209363070122585,0.8342749529190208,0.008945386064030132,0.15677966101694915,1762.3,1711.0,1760.1,0.6714510214772134,0.774901645207439,0.4054483682070722,0.7817393976585526,0.7707156308851224,0.5531562688642889,0.2757240144543039,5.0,4.0,7.0,4.0,3.0,9.0,9.0,0.6800140098226166
Regulatory,0.7230893764333242,0.16136677604567512,0.04328465001775467,0.37614439997807136,0.3541849939440301,0.35186570723074145,0.7923728813559322,0.04996327378998866,0.03890882986360378,-0.09117688047823369,0.928436911487759,0.0018832391713747645,0.0696798493408663,1740.2,1876.6000000000001,1771.5,0.8325301204819275,0.8788447782546494,0.0,0.9221033773539615,0.7923728813559322,0.8613488070595017,0.0,2.0,3.0,11.0,2.0,2.0,7.0,11.0,0.6678758521095507
Bank,0.6344906350228906,0.122181129061863,0.13324814806992008,0.3939482829443592,0.39998565691336774,0.39689347949332304,0.762241054613936,-0.1260334130370232,-0.10153625269203159,-0.053098622033042386,0.821563088512241,0.0,0.17843691148775895,1751.5,1671.5,1744.2,0.5775536930330014,0.6838340486409156,0.4176306344927164,0.8003199916626337,0.762241054613936,0.5731739847860978,0.253553993001516,6.0,5.0,6.0,3.0,4.0,8.0,10.0,0.6639972856832448
Compromise Programming,0.3952987429369455,0.0752033564006041,0.009125334997888864,0.4501793243544787,0.4199448588002805,0.2744998857633711,0.557909604519774,-0.04459499585853377,-0.03623833452979175,-0.0712549067546826,0.6322975517890772,0.3606403013182674,0.007062146892655367,1632.1999999999998,1822.6999999999998,1672.3999999999999,0.850523834468308,0.8871602288984265,0.2184980843724631,0.47153881504074163,0.557909604519774,0.9707693470336484,0.5575275842886609,1.0,2.0,10.0,5.0,5.0,6.0,8.0,0.5312759885842122
Applicant,0.05224911181019383,0.013408554425985618,0.0,0.2934203142536476,0.3832472748135398,0.11483861344932027,0.1713747645951036,0.09090909090909091,0.11770279971284997,-0.016503352243424474,0.1864406779661017,0.8135593220338984,0.0,1463.2,1587.4,1503.4,0.6952854897852279,0.6334942775393418,0.8189963052380997,0.0,0.1713747645951036,1.0,0.9573759980171667,4.0,6.0,2.0,11.0,11.0,1.0,2.0,0.371406264842707
Nash Social Welfare,0.09850473010502186,0.020478858186197636,0.002426661627738351,0.45946876929733543,0.3787881685472047,0.16751562994669988,0.2725988700564972,0.1866785440792661,0.22004307250538407,-0.04474007727432383,0.3041431261770245,0.6939736346516008,0.0018832391713747645,1507.8000000000002,1645.1,1553.1,0.37427972760607653,0.3148247496423461,0.5093045842360833,0.06358065265390449,0.2725988700564972,0.9922268164485367,0.9116270085752936,7.0,7.0,3.0,8.0,8.0,4.0,4.0,0.29847254092181175
Proportional Fairness,0.09850473010502186,0.020478858186197636,0.002426661627738351,0.45946876929733543,0.3787881685472047,0.16751562994669988,0.2725988700564972,0.1866785440792661,0.22004307250538407,-0.04474007727432383,0.3041431261770245,0.6939736346516008,0.0018832391713747645,1507.8000000000002,1645.1,1553.1,0.37427972760607653,0.3148247496423461,0.5093045842360833,0.06358065265390449,0.2725988700564972,0.9922268164485367,0.9116270085752936,7.0,7.0,3.0,8.0,8.0,4.0,4.0,0.29847254092181175
Maximin,0.08866705341614588,0.019652880295999563,0.0,0.29029796768047417,0.36718301778542745,0.1526224713926627,0.24764595103578155,0.19704002375482518,0.22805455850681983,-0.04500000000000004,0.2787193973634652,0.7212806026365348,0.0,1496.2,1632.9,1541.2,0.33954950235725523,0.28987839771101565,0.5064538316734501,0.05005827575062624,0.24764595103578155,1.0,0.9169715673183763,9.0,9.0,5.0,10.0,10.0,1.0,3.0,0.278270702370579
Nash Bargaining,0.17058172130379495,0.039899883107222554,0.312183754786229,0.3711431298582352,0.3582823356919742,0.2966912216588712,0.4086629001883239,0.2983418506884211,0.321148600143575,-0.06663298844337995,0.3964218455743879,0.3286252354048964,0.2749529190207156,1575.3,1289.8000000000002,1578.4,0.0,0.0,0.2691898637693907,0.16265406926111753,0.4086629001883239,0.0,0.7859616490383672,11.0,11.0,9.0,6.0,6.0,10.0,7.0,0.24983394668143122
Kalai-Smorodinsky,0.1667353003387765,0.03895958858894639,0.312183754786229,0.37100245020375705,0.3550312360553325,0.29357101774659594,0.4006591337099812,0.29654461062403303,0.3190524048815506,-0.06660317294645657,0.3870056497175141,0.3380414312617702,0.2749529190207156,1571.9,1284.8000000000002,1574.7,0.0060240963855421326,0.006527181688125827,0.26951687097524146,0.1573669719450953,0.4006591337099812,0.0,0.7920459030460872,10.0,10.0,8.0,7.0,7.0,10.0,6.0,0.24684524134516828
