Actor/Criterion,Total_Profit,Total_Loss,Unexploited_Profit,Precision,Recall,F1 Score,Accuracy,Demographic_Parity,Equal_Opportunity,Conditional_Outcome_Parity,Percent_Grant,Percent_Grant_lower,Percent_Not_Grant,Total Real Payoff (Bank),Total Real Payoff (Applicant),Total Real Payoff (Regulatory),Demographic_Parity Normalized,Equal_Opportunity Normalized,Conditional_Outcome_Parity Normalized,Total_Profit Normalized,Accuracy Normalized,Unexploited_Profit Normalized,Total_Loss Normalized,Demographic_Parity Rank,Equal_Opportunity Rank,Conditional_Outcome_Parity Rank,Total_Profit Rank,Accuracy Rank,Unexploited_Profit Rank,Total_Loss Rank,Weighted Normalized-Sum
Oracle,0.779760019045077,0.006821203641387129,0.0,1.0,1.0,1.0,1.0,-0.08057105349524118,0.0,0.0,0.8206214689265536,0.009887005649717515,0.1694915254237288,2124.0,2001.3,2103.0,0.5999146360391124,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9199829272078225
Bank,0.7025412211310401,0.14750065208780805,0.0651975619617706,0.4038413225148321,0.37599445400650217,0.3797472378984182,0.8008474576271186,-0.07558566583837345,-0.04544149318018664,-0.05403969457612734,0.9119585687382298,0.0,0.08804143126177025,1726.4,1805.6,1774.3000000000002,0.6246701846965699,0.8044848035581913,0.42581201224239085,0.8933510251574844,0.8008474576271186,0.765250130106408,0.08740203926588422,2.0,2.0,4.0,3.0,2.0,4.0,10.0,0.7091056274701365
Outcome_Pred_Model,0.6396075479207968,0.12151857564701601,0.12148440268126678,0.40080657670234215,0.3930420093070695,0.39617853410956866,0.775894538606403,-0.10043446325034766,-0.07735821966977752,-0.057153446997776136,0.8469868173258004,0.00847457627118644,0.1445386064030132,1692.4,1745.2,1761.4,0.5012804594133171,0.6671608598962191,0.39272745742790593,0.8064316232468487,0.775894538606403,0.5625841386484625,0.25594968597161716,4.0,4.0,6.0,4.0,4.0,5.0,9.0,0.6504457234601757
Regulatory,0.7274056497301526,0.16097391326749125,0.04033313336265808,0.3813384005671583,0.35702333142092185,0.35484623442188346,0.7975517890772128,0.060184099895291165,0.04603015075376882,-0.09411498625592973,0.931261770244821,0.00047080979284369113,0.06826741996233522,1722.1,1824.4,1778.6999999999998,0.7011485332919452,0.8019520632567335,0.0,0.9276919614550467,0.7975517890772128,0.8547768118256219,0.0,1.0,3.0,11.0,2.0,3.0,2.0,11.0,0.6447888145802836
Compromise Programming,0.5009997278715181,0.09151448600989885,0.19603427609766708,0.38253919977834433,0.3619493848409511,0.37086021769888616,0.681261770244821,0.16701048650507133,0.17063890882986366,-0.09033446936672751,0.7264595103578154,0.08192090395480225,0.1916195856873823,1611.8,1654.0,1718.1,0.170689119975167,0.26581418334568796,0.04016912757041424,0.6149966059617079,0.681261770244821,0.29416040379553343,0.4505884290069604,5.0,5.0,10.0,5.0,5.0,8.0,8.0,0.4376756787993863
Nash Bargaining,0.07445515572899834,0.014083809223258765,0.19912242966956023,0.38946541436112875,0.33231656785873653,0.24908371675901794,0.2886064030131827,0.19993905011955554,0.23241923905240489,-0.04736209314974382,0.2612994350282486,0.5414312617702448,0.1972693032015066,1443.1,1368.5,1540.8,0.0071783330746547636,0.0,0.49676353327034817,0.02588433573081031,0.2886064030131827,0.2830412203874417,0.9528869417898198,9.0,11.0,3.0,8.0,9.0,9.0,5.0,0.22140780162043572
Applicant,0.05571369766165158,0.011892721411987467,0.053199293054819366,0.42233085867197123,0.32436093580671893,0.18871646816091361,0.2062146892655367,0.1964930376482723,0.23129935391241926,-0.03166496424923393,0.2033898305084746,0.736346516007533,0.060263653483992465,1487.6999999999998,1419.1,1525.8,0.024289927052615345,0.004818383988139274,0.6635502430704667,0.0,0.2062146892655367,0.8084510103250069,0.9671006900695989,6.0,10.0,2.0,11.0,11.0,3.0,3.0,0.2200539097308311
Nash Social Welfare,0.0870481758034355,0.015136810276259818,0.18387456098674845,0.3965679210242821,0.34206986676866197,0.2629966775824927,0.3126177024482109,0.19847781580633564,0.22798277099784636,-0.06027955736750146,0.2862523540489642,0.5249529190207156,0.18879472693032015,1466.6999999999998,1395.4,1559.5,0.014434269750116635,0.01908821349147527,0.35951159570292635,0.04327689709397814,0.3126177024482109,0.3379425860480701,0.9460560462735809,7.0,6.0,7.0,6.0,6.0,6.0,6.0,0.2084916334886886
Proportional Fairness,0.0870481758034355,0.015136810276259818,0.18387456098674845,0.3965679210242821,0.34206986676866197,0.2629966775824927,0.3126177024482109,0.19847781580633564,0.22798277099784636,-0.06027955736750146,0.2862523540489642,0.5249529190207156,0.18879472693032015,1466.6999999999998,1395.4,1559.5,0.014434269750116635,0.01908821349147527,0.35951159570292635,0.04327689709397814,0.3126177024482109,0.3379425860480701,0.9460560462735809,7.0,6.0,7.0,6.0,6.0,6.0,6.0,0.2084916334886886
Kalai-Smorodinsky,0.07288427771170967,0.013987203622066008,0.19912242966956023,0.38833176192122326,0.3300519538471346,0.24672129107234886,0.2848399246704331,0.20138465625830249,0.2302943287867911,-0.054307116104868824,0.2580037664783427,0.5451977401129944,0.1967984934086629,1440.6999999999998,1366.0,1538.7999999999997,0.0,0.009142574746725973,0.42297057816924244,0.02371475352191625,0.2848399246704331,0.2830412203874417,0.9535136294518601,11.0,9.0,5.0,9.0,10.0,9.0,4.0,0.20327303620640502
