Actor/Criterion,Total_Profit,Total_Loss,Unexploited_Profit,Precision,Recall,F1 Score,Accuracy,Demographic_Parity,Equal_Opportunity,Conditional_Outcome_Parity,Percent_Grant,Percent_Grant_lower,Percent_Not_Grant,Total Real Payoff (Bank),Total Real Payoff (Applicant),Total Real Payoff (Regulatory),Demographic_Parity Normalized,Equal_Opportunity Normalized,Conditional_Outcome_Parity Normalized,Total_Profit Normalized,Accuracy Normalized,Unexploited_Profit Normalized,Total_Loss Normalized,Demographic_Parity Rank,Equal_Opportunity Rank,Conditional_Outcome_Parity Rank,Total_Profit Rank,Accuracy Rank,Unexploited_Profit Rank,Total_Loss Rank,Weighted Normalized-Sum
Oracle,0.8063006935264503,0.009261888678398722,0.0,1.0,1.0,1.0,1.0,0.005328441649196325,0.0,0.0,0.8383458646616542,0.013157894736842105,0.14849624060150377,532.0,505.3,528.8,0.9767086674303171,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9953417334860635
Regulatory,0.6031370571001747,0.12251670073283813,0.1758984150793731,0.34030501089324616,0.3442129761026281,0.33862716471412124,0.6823308270676691,0.09040880503144655,0.08586906051694787,0.0,0.7612781954887218,0.015037593984962405,0.2236842105263158,388.8,401.70000000000005,420.4,0.6048109965635737,0.6124074332821012,1.0,0.7344264119847017,0.6823308270676691,0.4609922217985279,0.0,8.0,8.0,1.0,2.0,2.0,2.0,11.0,0.7407798125367226
Compromise Programming,0.4645150048147362,0.09189142031008525,0.24932337468545251,0.3453879252386715,0.3276759190933,0.32342660958408304,0.5883458646616542,-0.08141160027952488,-0.07392044575143164,0.018487495512743757,0.6296992481203008,0.09210526315789473,0.2781954887218045,365.6,370.2,402.29999999999995,0.6441389843451696,0.6663406455218668,0.40470264448965,0.5532209735949066,0.5883458646616542,0.23599517265543588,0.27041041230135016,7.0,6.0,9.0,5.0,5.0,4.0,8.0,0.555750866350607
Bank,0.5372191471001889,0.10631449723316218,0.25224324815037646,0.34694005948295586,0.3622731830996575,0.342961715224489,0.6578947368421053,-0.2129629629629629,-0.21392973223959133,0.009867707655606073,0.706766917293233,0.0018796992481203006,0.29135338345864664,370.6,377.6,407.6,0.06911034746086309,0.03437194355176765,0.682259813489484,0.6482591421863075,0.6578947368421053,0.2270477668004831,0.1430597358802544,10.0,10.0,4.0,3.0,3.0,7.0,10.0,0.5430837553641731
Nash Bargaining,0.14928068633193628,0.02849684804825764,0.2511706375965193,0.354003684840458,0.352181469738375,0.22749579981474277,0.287593984962406,-0.0769566736547869,-0.08134963627921374,-0.0019098548510313451,0.2650375939849624,0.4492481203007519,0.2857142857142857,333.1,315.1,369.7,0.6636120656739212,0.6328070420567277,0.9385026737967905,0.14114964775301983,0.287593984962406,0.23033458113163618,0.830162100656588,6.0,7.0,3.0,6.0,6.0,6.0,6.0,0.46369047142970876
Outcome_Pred_Model,0.5170759649246082,0.10531743855625904,0.25224324815037646,0.34611214787167865,0.3533045732341867,0.3372564349078564,0.6353383458646616,-0.22877358490566035,-0.221544652530568,0.02247393024092048,0.6823308270676691,0.02631578947368421,0.29135338345864664,368.20000000000005,373.2,404.79999999999995,0.0,0.0,0.2763394462423593,0.6219281645639612,0.6353383458646616,0.2270477668004831,0.15186341193442393,11.0,11.0,10.0,4.0,4.0,7.0,9.0,0.4337888605071287
Nash Social Welfare,0.06490661417087452,0.014187444538611097,0.25224324815037646,0.3642262122425426,0.3801036336655341,0.2017331469272994,0.231203007518797,-0.005852550663871442,-0.005014703606252918,0.011111111111111183,0.18984962406015038,0.518796992481203,0.29135338345864664,326.4,305.3,364.2,0.9744177166857578,0.9773648176610311,0.6422222222222194,0.030856656972624193,0.231203007518797,0.2270477668004831,0.956509080975343,3.0,2.0,5.0,8.0,8.0,7.0,4.0,0.42198052218363913
Proportional Fairness,0.06490661417087452,0.014187444538611097,0.25224324815037646,0.3642262122425426,0.3801036336655341,0.2017331469272994,0.231203007518797,-0.005852550663871442,-0.005014703606252918,0.011111111111111183,0.18984962406015038,0.518796992481203,0.29135338345864664,326.4,305.3,364.2,0.9744177166857578,0.9773648176610311,0.6422222222222194,0.030856656972624193,0.231203007518797,0.2270477668004831,0.956509080975343,3.0,2.0,5.0,8.0,8.0,7.0,4.0,0.42198052218363913
Kalai-Smorodinsky,0.147839800418345,0.02849684804825764,0.2498425262575187,0.3551881280841596,0.352181469738375,0.22846111124914495,0.287593984962406,-0.053721174004192906,-0.053737811484290354,0.01175213675213671,0.2650375939849624,0.4548872180451128,0.2800751879699248,335.5,317.0,371.1,0.7651775486827032,0.7574402682688277,0.6215811965811973,0.13926613528629944,0.287593984962406,0.23440432980854078,0.830162100656588,5.0,5.0,7.0,7.0,6.0,5.0,6.0,0.42024257009500243
Maximin,0.05121771991902702,0.0121014644299317,0.32633743369399987,0.35897871376811596,0.3468551750608855,0.1941613543094878,0.22180451127819548,0.0037561146051712235,0.006531496672341736,0.018024513338139925,0.17293233082706766,0.48120300751879697,0.3458646616541353,315.5,292.1,359.7,0.9835815196639939,0.970518373620232,0.4196106705118935,0.012962663606619653,0.22180451127819548,0.0,0.9749275487723378,1.0,4.0,8.0,10.0,10.0,11.0,2.0,0.37195277526777965
