Actor/Criterion,Total_Profit,Total_Loss,Unexploited_Profit,Precision,Recall,F1 Score,Accuracy,Demographic_Parity,Equal_Opportunity,Conditional_Outcome_Parity,Percent_Grant,Percent_Grant_lower,Percent_Not_Grant,Total Real Payoff (Bank),Total Real Payoff (Applicant),Total Real Payoff (Regulatory),Demographic_Parity Normalized,Equal_Opportunity Normalized,Conditional_Outcome_Parity Normalized,Total_Profit Normalized,Accuracy Normalized,Unexploited_Profit Normalized,Total_Loss Normalized,Demographic_Parity Rank,Equal_Opportunity Rank,Conditional_Outcome_Parity Rank,Total_Profit Rank,Accuracy Rank,Unexploited_Profit Rank,Total_Loss Rank,Weighted Normalized-Sum
Oracle,0.779760019045077,0.006821203641387128,0.0,1.0,1.0,1.0,1.0,-0.08057105349524118,0.0,0.0,0.8206214689265536,0.009887005649717515,0.1694915254237288,2124.0,2001.3000000000002,2103.0,0.5408149632598532,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9081629926519706
Bank,0.5574197926821803,0.1226907236081548,0.20922479166695016,0.3461483000394348,0.3543602983362019,0.3453676748596766,0.666195856873823,-0.06391141950708734,-0.022325915290739462,-0.03455044451459821,0.7339924670433146,0.002824858757062147,0.2631826741996234,1497.7,1543.8000000000002,1635.4,0.6357604097083056,0.8971764861469282,0.5732275422963405,0.6951936763864658,0.666195856873823,0.2544491219464322,0.09184468513029698,4.0,2.0,8.0,3.0,2.0,7.0,10.0,0.6473146684277515
Compromise Programming,0.463136302650239,0.10223574536051601,0.20735302167467748,0.34757390182240583,0.3445671575189648,0.32587928364560687,0.5739171374764596,0.03574944910684974,0.06259870782483845,-0.05047814956440999,0.6257062146892656,0.11911487758945385,0.2551789077212806,1464.9,1491.8000000000002,1602.5,0.7962591850367406,0.7116974145341535,0.37648605531445567,0.5659403944041772,0.5739171374764596,0.26111898047579146,0.252165511664015,1.0,3.0,10.0,5.0,5.0,4.0,8.0,0.5773039819416586
Outcome_Pred_Model,0.5217925322469871,0.11083319110842046,0.20922479166695016,0.3474971525316877,0.3409734174794416,0.3382783632659179,0.6332391713747646,-0.09767609045587389,-0.07217516152189518,-0.04867719832508566,0.6911487758945386,0.04566854990583804,0.2631826741996234,1483.7,1518.1,1619.9,0.44333110665775977,0.6675924089135754,0.3987316847820056,0.6463522478635462,0.6332391713747646,0.2544491219464322,0.18478095658427784,6.0,4.0,9.0,4.0,4.0,7.0,9.0,0.5509786764105682
Kalai-Smorodinsky,0.15592974849496724,0.03713130150286113,0.20751232752269538,0.352791977566782,0.33819563970166383,0.24407011547087765,0.3229755178907721,0.050525888071014435,0.09346733668341711,0.009785018798804557,0.3154425612052731,0.4274952919020716,0.2570621468926554,1359.9,1311.1,1493.1999999999998,0.712046314851926,0.5695298551874628,0.8791339277942458,0.14479078106692747,0.3229755178907721,0.26055131058388936,0.7624372960635964,3.0,6.0,6.0,7.0,7.0,5.0,6.0,0.4763844118989287
Regulatory,0.5864767572259271,0.13440898303283624,0.16470514336097372,0.33302890014233705,0.32839453050296424,0.32921557262232526,0.6619585687382298,0.12020410395861658,0.12132089016511127,-0.08095753109397985,0.7565913370998116,0.02495291902071563,0.2184557438794727,1515.9,1587.5,1650.3,0.3149409930973057,0.4412484295444026,0.0,0.7350278831012352,0.6619585687382298,0.4130902782869876,0.0,9.0,7.0,11.0,2.0,3.0,2.0,11.0,0.4747772027350001
Nash Bargaining,0.15715955108041388,0.03757662112249268,0.20798236956347405,0.3525993859582104,0.3251306814559827,0.24535782744277732,0.3258003766478343,0.043547908168846794,0.08987796123474517,0.018428779451433508,0.3187382297551789,0.4218455743879473,0.2594161958568738,1360.0,1311.0,1493.1000000000001,0.7518147405922957,0.5860609667394034,0.7723648534928715,0.14647671802477058,0.3258003766478343,0.25887636444852663,0.7589469961167239,2.0,5.0,7.0,6.0,6.0,6.0,7.0,0.4644514130811213
Nash Social Welfare,0.07477116376622915,0.014482764272672529,0.20950303148769653,0.3643011040347031,0.3635398737808377,0.21916256244275353,0.2641242937853107,0.11649241252129339,0.1553338119167265,-0.008169556840077141,0.2335216572504708,0.5028248587570622,0.263653483992467,1329.6000000000001,1268.8,1468.4,0.3360944110443108,0.2845996164782121,0.8990883648539939,0.03353043809836281,0.2641242937853107,0.2534576431593622,0.9399506702928097,7.0,8.0,3.0,8.0,8.0,9.0,4.0,0.3593923603134578
Proportional Fairness,0.07477116376622915,0.014482764272672529,0.20950303148769653,0.3643011040347031,0.3635398737808377,0.21916256244275353,0.2641242937853107,0.11649241252129339,0.1553338119167265,-0.008169556840077141,0.2335216572504708,0.5028248587570622,0.263653483992467,1329.6000000000001,1268.8,1468.4,0.3360944110443108,0.2845996164782121,0.8990883648539939,0.03353043809836281,0.2641242937853107,0.2534576431593622,0.9399506702928097,7.0,8.0,3.0,8.0,8.0,9.0,4.0,0.3593923603134578
Maximin,0.061010157838320096,0.011220101371477519,0.28063113843173204,0.36861745488961345,0.35741696946516227,0.21958066426044995,0.2575329566854991,0.128658946348477,0.16620244077530508,-0.00891544553516388,0.2066854990583804,0.4642184557438795,0.3290960451977401,1297.5,1214.3,1462.1000000000001,0.2667557336896016,0.23454341069893558,0.8898750318260774,0.014665468431272624,0.2575329566854991,0.0,0.9655225778591676,10.0,10.0,5.0,10.0,10.0,11.0,3.0,0.33727242946359
Applicant,0.050312467803314914,0.010764124865959727,0.20443854537308342,0.36544897874027243,0.3685328616051508,0.19186551635333504,0.211864406779661,0.17546532889493177,0.21712849964106248,-0.006746626686656709,0.1765536723163842,0.5786252354048964,0.2448210922787194,1325.0,1252.3,1456.2000000000003,0.0,0.0,0.9166646191467368,0.0,0.211864406779661,0.2715044149570867,0.9690964037200192,11.0,11.0,2.0,11.0,11.0,3.0,2.0,0.2680786865412118
