Actor/Criterion,Total_Profit,Total_Loss,Unexploited_Profit,Precision,Recall,F1 Score,Accuracy,Demographic_Parity,Equal_Opportunity,Conditional_Outcome_Parity,Percent_Grant,Percent_Grant_lower,Percent_Not_Grant,Total Real Payoff (Bank),Total Real Payoff (Applicant),Total Real Payoff (Regulatory),Demographic_Parity Normalized,Equal_Opportunity Normalized,Conditional_Outcome_Parity Normalized,Total_Profit Normalized,Accuracy Normalized,Unexploited_Profit Normalized,Total_Loss Normalized,Demographic_Parity Rank,Equal_Opportunity Rank,Conditional_Outcome_Parity Rank,Total_Profit Rank,Accuracy Rank,Unexploited_Profit Rank,Total_Loss Rank,Weighted Normalized-Sum
Oracle,0.8063006935264503,0.009261888678398722,0.0,1.0,1.0,1.0,1.0,0.005328441649196325,0.0,0.0,0.8383458646616542,0.013157894736842105,0.14849624060150377,532.0,505.3,528.8,0.9697570649479428,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9939514129895887
Regulatory,0.7424944130688066,0.15158719278129518,0.04751333922199207,0.363839603276223,0.34915138786399497,0.34595768317931624,0.8082706766917294,0.0012229210342418195,0.01238198421297021,0.015426542654265463,0.9342105263157895,0.0037593984962406013,0.06203007518796992,437.2,458.90000000000003,447.2,0.9930589985126423,0.9297012302284706,0.537203720372036,0.9153583360922539,0.8082706766917294,0.8444596493919978,0.0,1.0,2.0,9.0,2.0,2.0,2.0,11.0,0.8124324816720783
Bank,0.7055569228969638,0.15023181614238,0.08445082939383487,0.3515519568151147,0.34541446708671547,0.3413287264351094,0.7988721804511278,-0.09626135569531791,-0.08398080792446982,0.017899632273415622,0.9285714285714286,0.0,0.07142857142857142,431.59999999999997,452.8,442.1,0.45364402578086327,0.5231985940246051,0.4630110317975312,0.8663592312032579,0.7988721804511278,0.7235405503350998,0.00952308970958037,8.0,6.0,10.0,3.0,3.0,4.0,10.0,0.6761517299367816
Compromise Programming,0.5026849563667699,0.10110636995862206,0.2240970930605525,0.35538874698640077,0.37367721113534813,0.3469730774951658,0.6560150375939849,0.116701607267645,0.10868286642934522,-0.005835380835380821,0.7218045112781954,0.08834586466165413,0.18984962406015038,394.0,405.5,421.3,0.33763014377788836,0.3829525483304048,0.8249385749385754,0.5972411963610448,0.6560150375939849,0.2663925332206735,0.354686210866461,9.0,9.0,7.0,5.0,5.0,8.0,8.0,0.6143679980530957
Outcome_Pred_Model,0.613463807492587,0.12871404357146418,0.1742150476417055,0.3500734214390602,0.35178142324648537,0.3508609908609908,0.7537593984962406,-0.17618798043326356,-0.17613372542950012,0.008336491095111698,0.8533834586466166,0.005639097744360902,0.14097744360902256,412.0,428.3,430.90000000000003,0.0,0.0,0.7499052671466491,0.7441939135203222,0.7537593984962406,0.42968711450113556,0.16071034840926438,11.0,11.0,8.0,4.0,4.0,5.0,9.0,0.6003235955318905
Nash Bargaining,0.18341041994725635,0.046702516326835836,0.23934615869585826,0.3320016058757938,0.3304316447587152,0.2321149511318117,0.32894736842105265,-0.04839273235499647,-0.05005417118093175,-0.0011459129106188293,0.3533834586466165,0.44548872180451127,0.20112781954887218,351.0,339.8,378.6,0.7253346554288551,0.7158172231985941,0.9656226126814351,0.17371034936454746,0.32894736842105265,0.21647297264678608,0.7369362539962059,4.0,4.0,2.0,6.0,6.0,9.0,6.0,0.5045124708633886
Kalai-Smorodinsky,0.1791892906892323,0.046702516326835836,0.23934615869585826,0.3303157766784381,0.3266947239814357,0.2279465400793217,0.31954887218045114,-0.048218029350104774,-0.0497755765361399,-0.0018181818181817189,0.34398496240601506,0.4548872180451128,0.20112781954887218,350.0,338.1,377.5,0.7263262270699062,0.7173989455184536,0.9454545454545484,0.1681108472245348,0.31954887218045114,0.21647297264678608,0.7369362539962059,3.0,3.0,3.0,7.0,7.0,9.0,6.0,0.4957978728219784
Nash Social Welfare,0.08126136843988506,0.017240936736626952,0.2203253951700494,0.35651129215485655,0.34815532615952666,0.205374414374505,0.2556390977443609,0.08839972047519218,0.09023370995201982,-0.0030637254901960675,0.24436090225563908,0.5695488721804511,0.18609022556390978,349.40000000000003,333.8,375.79999999999995,0.4982647496281609,0.4876977152899825,0.908088235294118,0.03820541749625828,0.2556390977443609,0.27873961767911076,0.9439379518032882,5.0,7.0,5.0,8.0,8.0,6.0,4.0,0.3911673195814518
Proportional Fairness,0.08126136843988506,0.017240936736626952,0.2203253951700494,0.35651129215485655,0.34815532615952666,0.205374414374505,0.2556390977443609,0.08839972047519218,0.09023370995201982,-0.0030637254901960675,0.24436090225563908,0.5695488721804511,0.18609022556390978,349.40000000000003,333.8,375.79999999999995,0.4982647496281609,0.4876977152899825,0.908088235294118,0.03820541749625828,0.2556390977443609,0.27873961767911076,0.9439379518032882,5.0,7.0,5.0,8.0,8.0,6.0,4.0,0.3911673195814518
Applicant,0.05246059266089507,0.01721791340545391,0.06507083847736851,0.34604504976427447,0.3159934803233889,0.13412613655306446,0.16165413533834586,0.11993361285814119,0.11725739049682712,0.0021893814997263616,0.17293233082706766,0.7800751879699248,0.046992481203007516,369.2,348.1,376.59999999999997,0.3192860684184434,0.33427065026362046,0.9343185550082092,0.0,0.16165413533834586,0.7869831673198442,0.9440997173538217,10.0,10.0,4.0,11.0,11.0,3.0,3.0,0.3153825788206689
